SpT,PS1gmag,e_PS1gmag,PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,label
M6,15.0622,0.0413,12.487,11.286,,10.416,,9.994,,8.24,0.024,7.206,0.021,6.828,9.995,6.708,0.063,6.81,0.021,6.562,0.015,6.347,0.047,false
A0,10.052,0.0361,10.3593,10.3653,0.1445,10.3574,0.1802,10.7314,0.2499,9.558,0.022,9.514,0.02,9.512,0.016,9.481,0.022,9.521,0.017,9.47,0.029,9.004,0.341,false
A0,8.713,,8.84,8.979,,9.074,,9.123,,8.442,0.032,8.431,0.024,8.408,0.016,8.395,0.022,8.428,0.02,8.427,0.02,8.072,0.138,false
M2V,17.6646,0.0063,16.5302,15.6131,0.0011,15.1941,0.006,14.9895,0.0067,13.861,0.026,13.26,0.032,13.001,0.031,12.934,0.023,12.783,0.027,11.903,0.29,9.009,,false
M4V,20.4905,0.0153,19.2274,17.8537,0.0063,17.2448,0.0058,16.9326,0.008,15.645,0.05,15.172,0.059,14.991,0.117,14.737,0.032,14.592,0.065,12.538,,8.913,,false
M0V,19.5067,0.0113,18.3837,17.7793,0.0066,17.4879,0.0062,17.2799,0.0089,16.442,0.093,15.695,0.103,15.237,0.158,15.31,0.041,15.225,0.098,11.697,,8.865,,false
M3V,20.3024,0.0143,19.1681,17.8411,0.0041,17.265,0.0062,16.9884,0.0076,15.915,0.058,15.127,0.069,14.795,0.104,14.837,0.034,14.717,0.072,12.219,,8.882,,false
M3V,20.1519,0.0423,19.0221,17.9568,0.0048,17.4462,0.0037,17.2133,0.0093,16.08,0.069,15.534,0.097,15.203,0.146,15.066,0.036,14.762,0.069,12.616,0.535,8.673,,false
M5V,21.7637,0.0385,20.3197,18.7693,0.0071,18.085,0.0099,17.7418,0.0148,16.828,0.142,15.621,0.112,15.521,0.187,15.296,0.039,15.098,0.085,12.503,,8.797,,false
M2V,20.7344,0.0586,19.5741,18.6781,0.0072,18.2541,0.0073,18.0871,0.0093,16.883,0.13,15.889,0.132,16.329,,15.996,0.059,16.229,0.239,12.591,,8.775,,false
M0V,20.5467,0.0205,19.3939,18.8181,0.0152,18.5496,0.008,18.3816,0.0144,17.034,0.172,16.302,0.188,16.308,,16.534,0.087,16.408,,12.494,,8.729,,false
M1V,18.2977,0.0059,17.0737,16.3295,0.0035,15.995,0.0019,15.8145,0.0047,14.699,0.035,14.022,0.037,13.834,0.058,13.731,0.025,13.686,0.037,12.407,,8.766,,false
M2V,18.5991,0.0219,17.4267,16.5076,0.0037,16.096,0.0026,15.8951,0.0082,14.704,0.03,14.099,0.039,13.872,0.049,13.797,0.025,13.722,0.038,12.394,,8.197,,false
M3V,20.4113,0.0039,19.3035,17.9214,0.0057,17.2903,0.006,16.9862,0.0085,15.802,0.055,15.363,0.086,14.937,0.118,14.895,0.034,14.703,0.069,12.297,,8.216,,false
M1V,20.0897,0.0182,18.8815,18.09,0.0043,17.7005,0.0085,17.507,0.0119,16.408,0.086,15.76,0.114,15.493,0.172,15.456,0.041,15.468,0.122,12.305,,8.846,,false
M0V,19.6402,0.0145,18.528,17.8907,0.0039,17.6043,0.006,17.4263,0.0118,16.22,0.074,15.777,0.117,15.66,0.206,15.543,0.045,15.457,0.131,12.486,,8.552,,false
M0V,17.6724,0.0082,16.5911,16.0789,0.004,15.8261,0.003,15.6966,0.0084,14.641,0.035,13.996,0.04,13.925,0.053,13.77,0.026,13.807,0.039,11.625,,8.36,,false
M1V,19.2177,0.0093,18.0241,17.2089,0.0042,16.8531,0.0059,16.6694,0.0065,15.575,0.049,14.783,0.055,14.714,0.091,14.594,0.03,14.492,0.056,12.366,0.446,8.523,,false
M3V,19.7624,0.0247,18.5744,17.4006,0.0041,16.8748,0.0069,16.6159,0.0048,15.448,0.044,14.885,0.053,14.721,0.088,14.476,0.031,14.312,0.054,12.248,,8.954,,false
M2V,19.2905,0.0073,18.121,17.0609,0.0038,16.5968,0.0067,16.3622,0.0055,15.172,0.041,14.639,0.054,14.355,0.066,14.167,0.028,14.142,0.05,12.315,0.465,8.612,,false
M3V,20.2451,0.0163,19.1575,17.8403,0.0045,17.252,0.0045,16.9776,0.0059,15.783,0.056,15.169,0.069,14.99,0.131,14.827,0.033,14.574,0.061,12.492,,8.828,,false
M4V,21.1159,0.0239,19.8667,18.5547,0.0081,17.9577,0.0077,17.6539,0.0132,16.384,0.095,15.956,0.147,15.54,0.207,15.506,0.044,15.252,0.111,11.977,,8.219,,false
M1V,18.3124,0.0257,17.2064,16.6393,0.019,16.1823,0.017,15.9798,0.0162,14.651,0.035,14.049,0.037,14.022,0.053,13.689,0.025,13.62,0.036,12.44,,8.828,,false
M1V,19.799,0.0168,18.5385,17.7511,0.0042,17.3965,0.0093,17.2213,0.0077,16.162,0.071,15.35,0.071,14.979,0.122,15.117,0.036,15.159,0.09,11.903,,9.009,,false
M4V,20.6918,0.058,19.4548,18.0695,0.0057,17.4652,0.0036,17.1694,0.008,16.0,0.065,15.366,0.074,14.933,0.109,14.89,0.034,14.804,0.071,12.337,,8.622,,false
M0V,18.3471,0.0069,17.169,16.5518,0.0027,16.274,0.0025,16.1443,0.0062,15.082,0.04,14.415,0.039,14.213,0.054,14.112,0.027,14.138,0.047,12.443,,8.864,,false
M3V,20.5006,0.0052,19.171,18.0426,0.0051,17.52,0.0072,17.2629,0.0112,16.077,0.067,15.447,0.096,15.162,0.122,15.172,0.038,14.959,0.08,12.156,,8.81,,false
M1V,18.446,0.0113,17.2481,16.4585,0.003,16.1139,0.0065,15.9147,0.0108,14.846,0.03,14.157,0.036,13.931,0.053,13.841,0.026,13.823,0.04,12.175,,8.992,,false
M1V,18.9904,0.0109,17.811,17.0644,0.008,16.7292,0.0062,16.559,0.0088,15.46,0.062,14.854,0.074,14.54,,14.301,0.028,14.163,0.048,12.511,,8.457,,false
M1V,17.8024,0.0021,16.6134,15.8765,0.0051,15.5274,0.0017,15.3487,0.005,14.241,0.027,13.5,0.029,13.33,0.035,13.254,0.024,13.239,0.032,11.984,,8.202,,false
M0V,17.7807,0.0051,16.6543,16.0858,0.0037,15.8052,0.0029,15.6466,0.0057,14.478,0.042,13.774,0.044,13.731,0.049,13.3,0.024,13.213,0.031,12.193,0.451,8.813,,false
M1V,17.7862,0.0119,16.6756,15.9462,0.0047,15.593,0.0027,15.4065,0.0058,14.298,0.027,13.678,0.029,13.481,0.035,13.361,0.025,13.266,0.032,11.828,,8.565,,false
M1V,18.1114,0.0045,16.9274,16.1092,0.0016,15.7322,0.0041,15.5397,0.0054,14.429,0.03,13.716,0.034,13.559,0.037,13.454,0.026,13.43,0.034,11.938,,8.782,,false
M3V,20.7558,0.0948,19.5271,18.239,0.0053,17.6561,0.0045,17.3661,0.0092,16.134,0.072,15.712,0.11,15.353,0.16,15.313,0.041,14.931,0.079,12.437,,8.733,,false
M0V,19.0723,0.0079,17.9531,17.3365,0.0036,17.0197,0.0041,16.8509,0.0088,15.801,0.063,15.27,0.066,14.987,0.113,14.92,0.036,14.821,0.072,12.102,,8.134,,false
M3V,18.7809,0.0137,17.5702,16.2005,0.0037,15.6053,0.0032,15.3108,0.0063,14.098,0.029,13.56,0.031,13.266,0.03,13.127,0.024,12.99,0.029,11.884,0.335,8.409,0.374,false
M1V,20.2157,0.0289,19.0581,18.3138,0.0053,17.9569,0.0061,17.798,0.0139,16.565,0.099,16.058,0.161,16.01,,15.827,0.054,15.68,0.141,12.112,,8.701,,false
M4V,20.8281,0.0375,19.6068,18.0578,0.0038,17.353,0.0075,17.0063,0.0083,15.71,0.057,15.029,0.072,14.726,0.098,14.644,0.031,14.542,0.062,12.018,,8.961,,false
M1V,18.6227,0.0174,17.3803,16.5868,0.0017,16.2253,0.0026,16.0605,0.0026,14.909,0.032,14.318,0.036,13.977,0.044,13.983,0.028,13.917,0.042,12.178,,8.874,,false
M0V,20.0603,0.0166,18.8392,18.2744,0.0036,17.9921,0.0086,17.8418,0.0202,16.801,0.116,16.041,0.137,16.659,,15.7,0.051,15.726,0.159,12.218,,8.535,,false
M1V,19.9416,0.0218,18.8127,18.0311,0.0033,17.6634,0.0074,17.4677,0.012,16.441,0.099,15.641,0.119,15.382,0.15,15.357,0.042,15.247,0.099,12.411,,8.679,,false
M1V,18.8553,0.0067,17.6475,16.856,0.011,16.4498,0.0069,16.2388,0.0069,15.068,0.039,14.459,0.047,14.301,0.074,14.243,0.028,14.102,0.046,12.43,,8.381,,false
M0V,18.7444,0.003,17.5866,16.9613,0.0055,16.6536,0.0046,16.4974,0.0055,15.448,0.047,14.677,0.05,14.639,0.088,14.54,0.03,14.575,0.061,12.267,,9.01,,false
M1V,19.9731,0.0151,18.7821,18.0322,0.0059,17.6654,0.0058,17.4783,0.01,16.336,0.092,15.58,0.09,15.608,,15.495,0.044,15.37,0.113,12.001,,8.726,,false
M1V,18.1486,0.0055,16.9551,16.2427,0.0049,15.9025,0.0073,15.7389,0.0056,14.621,0.033,14.048,0.042,13.841,0.049,13.647,0.026,13.729,0.039,12.038,0.394,9.041,,false
M3V,20.6106,0.0426,19.4126,18.2446,0.0072,17.7035,0.0077,17.4329,0.0198,16.359,0.102,15.672,0.108,15.028,0.127,15.273,0.041,15.348,0.109,12.319,,8.606,,false
M4V,21.5378,0.0592,20.2149,18.8872,0.0077,18.2958,0.0184,18.0077,0.0186,16.845,0.162,16.181,0.135,15.621,,16.043,0.063,15.699,0.155,12.029,,8.498,,false
M3V,20.9456,0.0309,19.8083,18.6243,0.007,18.0897,0.0086,17.8191,0.0147,16.641,0.109,16.031,0.135,15.451,,15.716,0.051,15.819,0.156,12.173,,8.909,,false
K0,10.92,,10.3,10.076,,9.97,,9.904,,8.912,0.024,8.42,0.024,8.344,0.023,8.273,0.023,8.353,0.021,8.288,0.023,8.139,0.295,false
M1V,19.6409,0.0231,18.4665,17.7452,0.0039,17.397,0.0102,17.2516,0.0428,16.317,0.073,15.5,0.088,15.206,0.136,14.943,0.037,14.688,0.068,12.542,,9.027,,false
M5V,20.7742,0.0544,19.6895,18.2294,0.0072,17.5406,0.0075,17.2184,0.0069,16.02,0.059,15.337,0.074,15.305,0.156,15.07,0.036,14.837,0.076,12.389,,8.712,,false
M3V,20.6121,0.019,19.2856,18.2117,0.0058,17.7158,0.0064,17.4694,0.0119,16.405,0.098,15.691,0.102,15.439,0.168,15.277,0.04,15.134,0.095,12.116,,8.579,,false
M0,17.4579,0.008,16.5406,16.0425,0.0028,15.7863,0.0041,15.6341,0.0042,14.57,0.038,13.931,0.038,13.774,0.044,13.747,0.027,13.724,0.037,11.837,,8.426,,false
M3V,19.4431,0.0097,18.2003,17.0392,0.0049,16.5186,0.0025,16.2519,0.005,15.125,0.029,14.5,0.044,14.171,0.059,14.109,0.028,14.005,0.044,12.398,,8.256,,false
M0V,18.1714,0.0012,17.0716,16.5546,0.0046,16.3098,0.0061,16.1874,0.0044,15.074,0.04,14.351,0.046,14.337,0.068,14.263,0.03,14.317,0.054,11.877,,8.847,,false
M4V,20.532,0.0154,19.328,18.1039,0.0034,17.5768,0.0061,17.3156,0.0086,16.101,0.074,15.698,0.085,15.014,0.121,15.173,0.038,15.147,0.093,12.159,,8.509,,false
M3V,20.5317,0.0471,19.399,18.1819,0.0032,17.6382,0.0317,17.3383,0.017,16.244,0.089,15.713,0.124,15.417,0.164,15.241,0.039,15.054,0.085,12.17,,8.996,,false
M2V,19.8751,0.0124,18.6944,17.7472,0.0036,17.3097,0.0048,17.0918,0.0109,16.01,0.071,15.335,0.082,15.318,0.177,15.048,0.035,14.874,0.07,12.205,,8.808,,false
M1V,17.5691,0.019,16.223,15.5185,0.0037,15.19,0.0028,15.0114,0.0067,13.931,0.026,13.267,0.03,13.175,0.038,12.945,0.024,12.927,0.028,12.45,,8.352,,false
M3V,20.3402,0.0553,19.1926,17.9648,0.0037,17.3914,0.0324,17.1175,0.0116,16.108,0.085,15.684,0.11,15.431,0.189,15.067,0.037,15.125,0.092,12.333,,8.565,,false
M2V,20.9459,0.0429,19.719,18.8443,0.0062,18.4199,0.0102,18.2011,0.0119,16.98,0.171,16.486,0.252,15.936,0.274,16.27,0.071,16.012,0.185,12.409,,9.113,,false
M1V,19.6069,0.016,18.4031,17.7409,0.003,17.4252,0.0039,17.2611,0.0089,16.272,0.085,15.457,0.085,15.502,0.186,15.266,0.04,15.228,0.097,12.369,,8.699,0.404,false
M2V,18.6542,0.0134,17.4221,16.4921,0.0034,16.0316,0.0037,15.8224,0.0067,14.701,0.033,14.047,0.041,13.794,0.052,13.713,0.027,13.617,0.035,12.609,,8.509,,false
M0V,18.4518,0.0144,17.2382,16.6513,0.0066,16.3039,0.0197,16.203,0.0056,15.001,0.04,14.259,0.037,14.154,0.065,13.984,0.028,13.948,0.041,12.459,,8.974,,false
M3V,20.5419,0.0346,19.3503,18.3127,0.0037,17.8431,0.0087,17.626,0.0151,16.533,0.123,15.658,0.104,15.441,0.174,15.571,0.046,15.665,0.137,12.42,,8.822,,false
M3V,21.1085,0.0191,19.8978,18.7141,0.0068,18.1667,0.0079,17.9231,0.0133,16.866,0.134,16.21,0.172,16.82,,15.522,0.044,15.132,0.084,12.082,,8.401,,false
M4V,20.6371,0.027,19.4378,18.1835,0.0067,17.6067,0.0041,17.3401,0.0095,16.179,0.069,15.518,0.093,15.36,0.158,15.066,0.038,15.039,0.088,12.347,,8.981,,false
M3V,19.0453,0.0054,17.7736,16.6558,0.004,16.126,0.0055,15.8796,0.005,14.72,0.036,14.121,0.04,13.861,0.049,13.762,0.027,13.579,0.033,12.168,,8.832,,false
M4V,21.3334,0.0467,20.089,18.805,0.0082,18.221,0.0068,17.9551,0.0163,16.656,0.101,16.293,0.181,15.561,0.227,15.806,0.054,15.686,0.146,11.845,,8.915,,false
M1V,20.0769,0.0276,18.8437,18.0656,0.0031,17.6793,0.0079,17.4902,0.0132,16.308,0.08,15.975,0.135,15.515,0.2,15.529,0.046,15.497,0.12,12.522,,8.806,,false
M0V,19.9123,0.0072,18.7501,18.1343,0.0042,17.8489,0.0056,17.6924,0.0139,16.581,0.102,16.396,0.182,15.844,0.243,15.826,0.054,15.887,0.187,12.505,,8.548,,false
M1V,19.7228,0.0164,18.5063,17.7002,0.0051,17.3284,0.0042,17.1333,0.0056,16.007,0.069,15.273,0.065,15.165,0.131,15.174,0.039,15.132,0.092,12.359,,8.906,,false
M4V,18.8117,0.0178,17.5883,16.2654,0.0039,15.6573,0.0044,15.3692,0.0066,14.16,0.028,13.606,0.027,13.274,0.033,13.192,0.024,13.065,0.029,12.448,,9.055,,false
M2V,19.5184,0.0131,18.2026,17.1294,0.0031,16.6195,0.0038,16.398,0.009,15.212,0.044,14.665,0.06,14.514,0.07,14.3,0.041,14.117,0.055,12.162,,8.224,,false
M3V,20.5487,0.0409,19.3284,18.1602,0.0071,17.644,0.0039,17.3949,0.0078,16.234,0.079,15.54,0.09,15.309,0.166,15.312,0.041,15.167,0.097,11.782,,8.594,0.361,false
M4V,19.7986,0.0107,18.674,17.43,0.0051,16.8771,0.0061,16.6106,0.0054,15.464,0.055,14.882,0.057,14.885,0.111,14.552,0.03,14.461,0.053,12.094,,8.951,,false
M1V,17.4956,0.0092,16.2403,15.4793,0.0023,15.1327,0.0025,14.9539,0.0049,13.832,0.026,13.226,0.023,13.034,0.029,12.894,0.025,12.821,0.027,11.651,,8.561,,false
M0V,19.1733,0.017,17.9609,17.3613,0.0057,17.0786,0.0063,16.9218,0.0073,15.822,0.066,15.193,0.083,14.987,0.109,14.898,0.035,14.849,0.068,12.442,,8.332,,false
M0V,17.4776,0.0054,16.2922,15.6887,0.0054,15.4018,0.0033,15.2607,0.0061,14.147,0.027,13.468,0.025,13.295,0.041,13.234,0.025,13.304,0.031,12.022,0.325,8.581,,false
F5,10.145,,9.918,9.861,,9.862,,9.871,,9.043,0.021,8.832,0.016,8.791,0.015,8.75,0.023,8.773,0.02,8.775,0.028,8.757,0.509,false
G0,11.621,,11.366,11.288,,11.274,,11.277,,10.43,0.022,10.22,0.019,10.161,0.017,10.139,0.023,10.152,0.02,10.102,0.055,9.225,,false
C,18.311,0.0062,14.6311,13.366,,11.862,,11.126,,8.907,0.035,7.285,0.033,6.425,0.024,5.904,0.119,5.69,0.059,5.142,0.015,5.018,0.029,false
A0,10.026,,9.961,9.965,,9.963,,10.071,,9.305,0.022,9.255,0.038,9.21,0.022,9.117,0.023,9.089,0.02,9.046,0.029,8.44,0.293,false
F5,9.694,,9.498,9.46,,9.475,,9.493,,8.682,0.029,8.487,0.031,8.432,0.031,8.396,0.023,8.419,0.02,8.411,0.024,8.577,0.304,false
G5,10.258,,9.581,9.314,,9.18,,9.097,,8.069,0.023,7.565,0.021,7.473,0.023,7.349,0.034,7.475,0.02,7.413,0.017,7.331,0.106,false
A5,11.7784,0.0072,11.9835,12.4977,0.001,11.2201,0.0188,11.7204,0.001,10.476,0.024,10.356,0.022,10.312,0.023,10.269,0.023,10.314,0.02,10.381,0.088,8.308,,false
K0,11.597,,11.034,10.793,,10.67,,10.614,,9.638,0.023,9.246,0.025,9.133,0.023,9.062,0.023,9.142,0.019,9.114,0.036,8.133,,false
G5,9.791,,9.114,8.847,,8.713,,8.63,,7.604,0.019,7.141,0.036,7.004,0.021,6.88,0.065,7.013,0.018,6.951,0.017,6.825,0.105,false
M3V,21.1243,0.0152,19.807,18.5326,0.007,17.9102,0.0064,17.635,0.0103,16.439,0.123,15.763,0.153,14.893,,15.248,0.039,15.051,0.089,12.338,0.514,8.581,,false
M3V,20.1117,0.0182,18.888,17.7409,0.0077,17.1921,0.0093,16.9552,0.0118,15.63,0.067,15.025,0.085,14.958,0.149,14.365,0.029,14.18,0.045,12.302,,8.916,,false
M2V,19.5332,0.0069,18.2994,17.3533,0.0037,16.9443,0.0055,16.7343,0.0095,15.592,0.061,15.035,0.077,14.657,0.099,14.642,0.032,14.514,0.058,12.24,,8.865,,false
M4V,21.0793,0.038,19.8828,18.5285,0.0075,17.9026,0.006,17.6026,0.0164,16.417,0.111,15.893,0.152,15.814,,15.457,0.046,15.525,0.133,12.45,,8.875,,false
M1V,19.8708,0.0141,18.7008,17.8187,0.0029,17.4396,0.0088,17.2246,0.0064,16.093,0.082,15.372,0.094,15.085,0.149,15.174,0.039,15.15,0.098,11.879,,8.886,,false
M4V,21.0125,0.0459,19.8249,18.5223,0.006,17.8793,0.0128,17.6128,0.0171,16.373,0.103,15.617,0.118,15.312,0.172,15.153,0.039,14.808,0.069,12.411,,9.018,,false
M5V,21.2513,0.0387,20.0044,18.7097,0.0087,18.0775,0.0056,17.7541,0.0072,16.785,0.126,15.956,0.124,15.774,0.216,15.5,0.043,15.44,0.12,12.357,,8.788,,false
M3V,20.679,0.03,19.5658,18.2322,0.0041,17.6262,0.0081,17.3436,0.0114,16.173,0.093,15.481,0.127,15.556,0.203,15.15,0.037,15.003,0.077,12.117,,8.482,,false
M3V,18.6651,0.007,17.3361,16.1401,0.0034,15.6089,0.0033,15.3416,0.0054,14.157,0.03,13.613,0.029,13.347,0.038,13.22,0.025,13.0,0.03,12.386,,8.945,,false
M2V,20.3785,0.0269,19.2331,18.2145,0.006,17.7636,0.006,17.5366,0.0106,16.453,0.11,15.662,0.126,15.543,0.215,15.55,0.046,15.576,0.133,12.446,,8.954,,false
M1V,19.7795,0.0073,18.5857,17.8242,0.0057,17.4684,0.0088,17.2954,0.0109,16.195,0.096,15.618,0.115,15.325,0.177,15.169,0.039,15.203,0.096,11.971,,8.669,,false
KIII,18.222,0.0081,17.6669,17.4247,0.0035,17.3192,0.0048,17.2327,0.01,16.253,0.103,15.891,0.163,15.552,0.242,15.567,0.048,16.09,0.213,11.69,,8.75,,false
sdA,16.852,0.0031,16.7498,16.7634,0.0026,16.804,0.0019,16.8283,0.0085,16.132,0.087,15.84,0.153,15.518,0.228,15.925,0.057,15.718,0.146,12.031,,8.776,,false
M2V,20.454,0.0191,19.1535,18.2236,0.0041,17.7933,0.0063,17.5534,0.0114,16.279,0.111,15.951,0.181,15.684,0.252,15.42,0.042,15.216,0.105,12.363,,8.429,,false
M3V,21.043,0.0323,19.8016,18.6604,0.005,18.1379,0.0063,17.9056,0.0093,16.736,0.137,15.864,0.153,15.739,,15.834,0.054,15.583,0.135,12.409,,8.913,,false
M3V,20.5479,0.0171,19.362,18.1577,0.0037,17.6002,0.0041,17.3336,0.0107,16.104,0.076,15.562,0.096,15.214,0.14,15.259,0.039,15.099,0.094,12.25,,8.786,,false
M10,21.77,,19.94,19.8839,0.0104,18.4254,0.0091,17.5163,0.0071,15.71,0.068,15.105,0.094,14.507,0.078,14.2,0.029,13.916,0.041,12.034,,8.645,,false
M1V,17.4092,0.0052,16.2548,15.5079,0.0015,15.1737,0.0018,14.9781,0.0034,13.949,0.029,13.191,0.022,13.054,0.027,12.955,0.025,12.942,0.028,12.478,0.53,8.851,,false
M2V,19.772,0.0199,18.5545,17.5819,0.0029,17.1381,0.0036,16.8815,0.0063,15.738,0.064,15.136,0.098,14.967,0.132,14.703,0.033,14.65,0.063,12.264,,8.942,,false
M1V,18.6892,0.0131,17.4773,16.7155,0.0027,16.3765,0.0036,16.1904,0.0058,15.104,0.041,14.45,0.051,14.196,0.058,14.127,0.028,14.084,0.046,12.377,,8.997,,false
M1V,19.442,0.0084,18.2913,17.4374,0.0022,17.0655,0.0044,16.8688,0.0048,15.691,0.058,15.091,0.058,14.856,0.103,14.815,0.034,14.94,0.081,12.441,,8.501,,false
A0V,9.203,,9.38,9.555,,9.678,,9.736,,9.103,0.018,9.077,0.022,9.081,0.026,9.044,0.023,9.07,0.02,9.048,0.029,8.908,0.434,false
A0V,9.4572,2.0E-4,9.2283,10.3723,0.1618,9.9668,0.0269,9.9432,0.1675,9.103,0.018,9.077,0.022,9.081,0.026,9.044,0.023,9.07,0.02,9.048,0.029,8.908,0.434,false
A9V,8.913,,8.923,8.996,,9.064,,9.083,,8.371,0.029,8.307,0.036,8.24,0.031,8.24,0.023,8.267,0.02,8.278,0.022,8.498,0.31,false
K2,9.055,,8.13,7.743,,7.525,,7.382,,6.257,0.019,5.689,0.029,5.482,0.016,5.415,0.152,5.301,0.047,5.326,0.02,5.349,0.035,false
K0,9.352,,8.675,8.409,,8.274,,8.192,,7.163,0.021,6.696,0.04,6.575,0.021,6.466,0.071,6.534,0.023,6.513,0.015,6.477,0.045,false
K0,10.744,,9.045,8.071,,7.374,,7.046,,5.5,0.03,4.65,0.026,4.326,0.023,4.233,0.308,4.198,0.129,4.191,0.013,4.039,0.022,false
K0,11.128,,10.335,10.012,,9.838,,9.727,,8.647,0.02,8.146,0.036,7.974,0.016,7.923,0.026,8.007,0.02,7.917,0.018,7.826,0.127,false
K5,10.229,,9.496,9.215,,9.069,,8.975,,7.927,0.024,7.411,0.033,7.274,0.021,7.14,0.041,7.282,0.02,7.218,0.016,7.093,0.081,false
K5,10.372,0.0607,9.7263,9.3433,0.0085,8.7893,0.0441,11.3218,0.0565,7.927,0.024,7.411,0.033,7.274,0.021,7.14,0.041,7.282,0.02,7.218,0.016,7.093,0.081,false
K0,10.5376,0.1028,9.4131,8.3867,0.0025,8.1078,0.1127,8.962,0.3766,7.695,0.023,7.154,0.036,7.048,0.016,6.916,0.056,7.026,0.02,6.968,0.017,6.816,0.077,false
K0,9.994,,9.26,8.979,,8.835,,8.739,,7.695,0.023,7.154,0.036,7.048,0.016,6.916,0.056,7.026,0.02,6.968,0.017,6.816,0.077,false
B3,11.583,,11.378,11.291,,11.204,,11.182,,10.339,0.027,10.21,0.027,10.11,0.017,9.959,0.022,9.995,0.02,10.4,0.073,9.193,,false
A0,11.416,,11.276,11.222,,11.185,,11.279,,10.474,0.022,10.396,0.028,10.339,0.019,10.28,0.022,10.311,0.021,10.4,0.086,8.613,,false
G2,13.5165,0.0011,11.1572,10.8799,0.0225,11.0215,0.0123,11.1249,0.001,10.144,0.022,9.809,0.028,9.76,0.019,9.67,0.022,9.688,0.02,9.775,0.057,9.15,,false
G2,11.715,,11.295,11.142,,11.081,,11.06,,10.144,0.022,9.809,0.028,9.76,0.019,9.67,0.022,9.688,0.02,9.775,0.057,9.15,,false
F8,11.621,,11.291,11.17,,11.125,,11.116,,10.239,0.023,9.981,0.021,9.912,0.018,9.792,0.022,9.791,0.019,9.817,0.052,8.726,,false
A2,11.425,,11.395,11.428,,11.442,,11.449,,10.72,0.023,10.611,0.021,10.556,0.018,10.474,0.023,10.491,0.02,10.651,0.085,9.045,,false
F5,11.609,,11.293,11.175,,11.13,,11.118,,10.245,0.023,10.001,0.019,9.941,0.018,9.909,0.023,9.93,0.02,9.892,0.066,9.115,,false
B,11.687,,11.541,11.494,,11.439,,11.432,,10.618,0.02,10.51,0.021,10.424,0.016,10.373,0.092,10.411,0.02,10.426,0.076,9.132,,false
B,12.3071,0.1614,12.0516,12.9269,0.0414,12.1344,0.0281,11.4038,0.001,10.618,0.02,10.51,0.021,10.424,0.016,10.373,0.092,10.411,0.02,10.426,0.076,9.132,,false
C,15.9253,0.0052,13.4766,12.517,,11.34,,10.788,,8.793,0.03,7.553,0.015,7.014,0.02,6.51,0.05,6.492,0.023,6.021,0.016,5.784,0.041,false
A8V,9.534,,9.595,9.687,,9.748,,9.777,,9.082,0.021,9.042,0.023,8.968,0.019,8.97,0.023,8.999,0.021,8.97,0.028,8.394,0.298,false
G5,10.286,,9.593,9.298,,9.137,,9.052,,8.016,0.02,7.522,0.018,7.441,0.034,7.307,0.035,7.432,0.02,7.348,0.017,7.266,0.108,false
A2:(N),11.9727,0.1763,11.586,11.099,0.1121,11.2207,0.1582,11.3639,0.001,10.136,0.022,9.851,0.021,9.806,0.018,9.726,0.024,9.75,0.02,9.685,0.052,8.528,,false
G5V,12.843,,11.951,11.505,,11.22,,11.088,,9.936,0.022,9.399,0.022,9.267,0.017,9.18,0.023,9.217,0.02,9.107,0.034,8.224,,false
G7,12.996,,12.55,12.39,,12.329,,12.2656,0.023,11.38,0.023,11.035,0.021,10.956,0.018,10.903,0.023,10.946,0.021,11.047,0.174,8.864,,false
F8,9.373,,9.074,8.972,,8.942,,8.939,,8.075,0.019,7.846,0.033,7.756,0.027,7.683,0.032,7.736,0.019,7.726,0.018,7.751,0.156,false
B8Ve,8.229,,8.52,8.762,,8.951,,9.13,,8.545,0.023,8.604,0.026,8.639,0.021,8.496,0.022,8.411,0.021,7.819,0.019,6.964,0.076,false
F0/2V,9.906,,9.739,9.72,,9.753,,9.777,,8.98,0.023,8.788,0.031,8.763,0.021,8.727,0.023,8.742,0.02,8.702,0.024,8.717,0.306,false
A1V,8.9695,0.0286,7.5276,9.3854,0.0301,9.3469,0.0125,9.9052,0.1033,8.727,0.023,8.717,0.026,8.739,0.023,8.706,0.023,8.729,0.021,8.736,0.024,8.996,0.388,false
F2V,9.774,,9.619,9.607,,9.637,,9.656,,8.866,0.034,8.723,0.049,8.653,0.021,8.588,0.023,8.607,0.02,8.585,0.023,8.463,0.253,false
A9V,9.689,,9.628,9.637,,9.619,,9.654,,8.908,0.021,8.798,0.031,8.737,0.022,8.71,0.022,8.733,0.021,8.697,0.023,8.263,0.259,false
F2V,9.024,,8.899,8.906,,8.954,,8.979,,8.224,0.021,8.094,0.046,8.011,0.018,7.988,0.023,8.02,0.02,8.001,0.019,7.961,0.15,false
dM1.5,18.8908,0.0131,17.6567,16.6089,0.0017,16.1481,0.0013,15.8917,0.0037,14.708,0.039,14.113,0.043,13.862,0.052,13.717,0.026,13.613,0.034,11.852,,8.642,,false
